main-captions	MSRvid	2012test	1	1	The practice is often to ask for a quorum and then leave the hemicycle.	The practice is often to ask for a quorum and then leave the hemicycle.
main-forum	deft-forum	2014	298	0	But he will understand - with his usual generosity, I am sure - that in order for us to listen to the answer to what we propose, it is first necessary to transmit what we propose.	But he will appreciate - with his customary generosity I am sure - that for us to be able to listen to the response to what we are proposing, it is first necessary to transmit what we are proposing.
main-forum	deft-forum	2014	299	0	- May I support Mr Papayannakis' efforts to approve the proposals for a European system for compulsory identification of cows and the labeling of beef and beef products.	-- May I support the efforts of Mr Papayannakis to endorse proposals for an EU-wide compulsory identification system for cows and the labelling of beef and beef products.
main-forum	deft-forum	2014	300	1	It is not a question of revising what has been done in the past.	It is not a question of revising what has been done in the past.
main-forum	deft-forum	2014	301	0	Because it is the third part of Mrs van der Laan's report which is the most important to me, namely the motion for a resolution.	For it is the third section of Mrs van der Laan' s report that is the most important, to my mind, namely the motion for a resolution.
main-forum	deft-forum	2014	302	1	(Parliament adopts the legislative resolution)	(Parliament adopts the legislative resolution)
main-forum	deft-forum	2014	303	0	(Limited applause)	(Limited applause)
main-forum	deft-forum	2014	304	1	These are the reasons for our vote.	These are the reasons for our vote.
main-forum	deft-forum	2014	305	0	The EU must therefore mobilize resources immediately and efficiently, both in quantity and quality, and must use the fastest and most appropriate means to achieve this.	The EU must therefore mobilise resources immediately and effectively, in terms of quantity as well as quality, and it must employ the most rapid and appropriate means of achieving this.
main-forum	deft-forum	2014	306	0	At that time, another member just gave me news of yesterday's debate on the Ludford report, and I am disappointed that there is no mention of the statement I made. made on behalf of our group.	Right then, a fellow MEP has just given me the session news about the debate we had yesterday on the Ludford report, and I am disappointed to note that it makes no mention of the statement I made on behalf of our Group.
main-forum	deft-forum	2014	307	1	I must also say that we are sensitive to the question of the cancellation of the external debt, but we recognize ourselves more in the text of the joint resolution.	I must also say that we are sensitive to the question of the cancellation of the external debt, but we recognize ourselves more in the text of the joint resolution.
